Transaction,Item
1386,Soup
1386,Bread
1387,Bread
1388,Coffee
1388,Coffee
1388,Sandwich
1388,Hearty & Seasonal
1389,Coffee
1389,Coffee
1389,Soup
1390,Bread
1391,Bread
1392,Bread
1393,Coffee
1394,Bread
1394,Soup
1395,Coffee
1395,Coffee
1395,Hearty & Seasonal
1395,Soup
1396,Scandinavian
1397,Coffee
1397,Medialuna
1398,Bread
1399,Bread
1399,Brownie
1400,Fudge
1401,Coke
1402,Coke
1403,Brownie
1403,Muffin
1404,Tea
1404,Bread
1404,Truffles
1404,Pastry
1405,Tea
1406,Bread
1406,Truffles
1407,Medialuna
1847,Coffee
1847,Medialuna
1848,Keeping It Local
1848,Coffee
1849,Tea
1850,Tea
1850,Medialuna
1851,Scandinavian
1851,Bread
1852,Scandinavian
1852,Bread
1853,Pastry
1853,Keeping It Local
1853,Coffee
1853,Hot chocolate
1854,Bread
1855,Coffee
1856,Bread
1857,Coffee
1857,Cookies
1858,Coffee
1858,Coffee
1858,Pastry
1859,Tea
1860,Coffee
1860,Brownie
1860,Bread
1861,Sandwich
1861,Coke
1862,Cake
1862,Bread
1862,Tea
1862,Medialuna
1863,Bread
1864,Coffee
1864,Medialuna
1864,Brownie
1865,Bread
1866,Coffee
1867,Medialuna
1868,Coffee
1868,Scandinavian
1868,Medialuna
1869,Tea
1869,Brownie
1869,NONE
1870,Coffee
1870,Pastry
1871,Coffee
1872,Fudge
1872,Cake
1872,Coffee
1872,Tea
1873,Bread
1874,Coffee
1874,Cake
1875,Sandwich
1875,Coffee
1875,Coffee
1875,Tea
1875,Brownie
1875,Cake
1876,Coffee
1876,Alfajores
1876,Coffee
1876,Cake
1877,Coffee
1877,Coffee
1878,Mineral water
1879,Coffee
1879,Cookies
1880,Bread
1880,Cake
1881,Bread
1882,Coffee
1884,NONE
1885,Tea
1885,Brownie
1885,Cake
1886,Hot chocolate
1886,Hot chocolate
1886,Medialuna
1887,Hot chocolate
1888,Coffee
1888,Bread
1889,Cake
1889,Coffee
2261,Pastry
2261,Pastry
2262,Pastry
2262,Bread
2262,Coffee
2263,Tea
2263,Keeping It Local
2264,Coffee
2265,Coffee
2265,Medialuna
2266,Bread
2267,NONE
2267,Keeping It Local
2267,Coffee
2267,Coffee
2268,Hot chocolate
2268,Pastry
2269,Bread
2270,Coffee
2270,Tea
2270,NONE
2271,Bread
2272,Coke
2273,Bread
2274,Bread
2274,Bread
2275,Coffee
2275,Coffee
2275,Medialuna
2275,Pastry
2276,Muffin
2276,Coffee
2277,Coffee
2277,Muffin
2278,Coffee
2278,Bread
2279,Farm House
2280,Muffin
2280,Coffee
2281,Bread
2281,Coffee
2281,Bread
2282,Coffee
2283,Coffee
2284,Scandinavian
2284,Farm House
2285,Coffee
2286,Tea
2287,Coffee
2287,Muffin
2288,Bread
2289,Bread
2289,Scandinavian
2290,Tea
2291,Medialuna
2291,Coffee
2292,NONE
2293,NONE
2294,Tea
2294,NONE
2295,Tea
2295,Sandwich
2296,Coffee
2296,Cake
2297,NONE
2297,Coffee
2297,Cake
2297,Muffin
2298,Cookies
2299,NONE
2300,Tea
2301,NONE
2301,Sandwich
2302,Farm House
2303,Cake
2303,NONE
2303,Sandwich
2304,Coffee
2304,Hot chocolate
2304,Cake
2304,Bread
2305,Tea
2305,Tea
2305,Muffin
2307,Coffee
2307,Tea
2307,Bread
2307,Fudge
2307,Jam
2308,Juice
2308,Tea
2308,Cookies
2309,Coffee
2309,Bread
2309,Cake
2310,Coke
2311,Tiffin
2311,Pastry
2312,Alfajores
2313,Tiffin
2313,Coffee
2314,Bread
2683,Coffee
2683,Cookies
2684,Farm House
2685,Coffee
2686,Coke
2687,Coffee
2687,Bread
2688,Pastry
2688,Bread
2689,Coffee
2690,Hot chocolate
2690,Alfajores
2690,Bread
2690,Muffin
2691,Coffee
2692,Bread
2693,Coffee
2693,Coffee
2694,Coffee
2694,Coffee
2694,Medialuna
2695,Coffee
2695,NONE
2696,Pastry
2696,Medialuna
2696,Bread
2697,Muffin
2697,Coffee
2697,Coffee
2698,Bread
2699,Bread
2700,Bread
2700,Coffee
2701,Bread
2701,Tea
2702,Bread
2702,Cookies
2702,Muffin
2703,Tea
2703,Coffee
2704,Medialuna
2704,Pastry
2704,Bread
2705,Coffee
2705,Alfajores
2706,Toast
2707,Coffee
2708,Tea
2709,Hot chocolate
2709,Medialuna
2710,Coffee
2710,Pastry
2711,Coffee
2712,Cake
2712,Bread
2713,Cake
2713,Coffee
2714,Coffee
2714,Hot chocolate
2714,Pastry
2715,NONE
2715,Tea
2716,Bread
2717,NONE
2717,Tea
2718,Bread
2718,Farm House
2719,Coffee
2720,Bread
2721,Bread
2721,NONE
2722,Bread
2722,Cookies
2723,Coffee
2723,Bread
2724,Cookies
2724,Coffee
2725,Farm House
2726,Bread
2727,Coffee
2728,Coffee
2728,Tea
2728,Sandwich
2728,Muffin
2729,Coffee
2729,Bread
2729,Cake
2730,NONE
2730,Bread
2731,NONE
2731,Tea
2732,Tea
2732,Coffee
2733,Coffee
2734,Sandwich
2734,Tea
2734,Alfajores
2735,Coffee
2735,NONE
2735,Mineral water
2735,Alfajores
2735,Cake
2735,Sandwich
2736,Coffee
2736,Bread
2737,Coffee
2737,NONE
2738,Tea
2738,Cake
2739,Bread
2740,Cookies
2741,Coffee
2741,Juice
2742,Coffee
2742,Muffin
2742,Mineral water
2742,Juice
2743,Bread
3068,Scandinavian
3068,Vegan mincepie
3069,Bread
3070,Coffee
3070,Fudge
3070,Jam
3070,Fudge
3070,Fudge
3071,Jam
3071,Coffee
3071,Coffee
3073,Coffee
3073,Coffee
3074,Coffee
3074,Cookies
3074,Pastry
3075,Medialuna
3075,Bread
3076,Coffee
3076,Art Tray
3077,Tea
3077,Tea
3077,Toast
3078,Coke
3079,Coffee
3079,Bread
3080,Bakewell
3080,Farm House
3081,Bread
3081,Tea
3081,Coffee
3081,Alfajores
3081,Hot chocolate
3082,Farm House
3083,Coffee
3083,Bread
3084,Coffee
3084,Toast
3084,Scandinavian
3085,Bread
3085,NONE
3085,Vegan mincepie
3086,Bread
3087,Coffee
3088,Coffee
3088,Bread
3088,Alfajores
3089,Coffee
3090,Bread
3091,Medialuna
3092,Coffee
3092,NONE
3093,Frittata
3093,Tea
3093,Coffee
3094,Tea
3095,Tea
3095,Bakewell
3096,Farm House
3097,Coffee
3097,Pastry
3097,Medialuna
3098,Coffee
3098,Coffee
3098,Sandwich
3099,Coffee
3099,Medialuna
3100,Coffee
3100,Pastry
3101,Muffin
3101,Bread
3101,Bread
3101,Coffee
3102,Coffee
3102,Bakewell
3103,Bread
3104,Coffee
3105,Bread
3106,Coffee
3106,Coffee
3106,Alfajores
3107,Bread
3107,Truffles
3107,Coffee
3107,Truffles
3107,Scandinavian
3108,Tea
3108,Cake
3109,Jam
3110,Fudge
3110,Jam
3110,Jam
3512,Bread
3513,Tea
3513,Tea
3513,Medialuna
3513,Cookies
3513,Bread
3514,Coffee
3515,Sandwich
3515,NONE
3515,Bread
3515,Tea
3516,Bread
3516,Toast
3516,Medialuna
3517,Pastry
3517,Medialuna
3518,Coffee
3519,Coffee
3519,NONE
3520,Coffee
3520,Coffee
3520,Pastry
3521,Cookies
3522,Cookies
3523,Bread
3524,Coffee
3525,Coffee
3525,Coffee
3525,Pastry
3526,Bread
3527,Cookies
3527,Cake
3527,Coffee
3527,Hot chocolate
3528,NONE
3529,Pastry
3529,Medialuna
3529,Pastry
3529,Coffee
3529,Coffee
3529,Hot chocolate
3529,The Nomad
3529,Toast
3530,Coffee
3530,Cake
3530,Bread
3531,NONE
3531,Tea
3532,Coffee
3532,Cake
3533,Coffee
3533,NONE
3534,Coffee
3534,Cake
3535,Toast
3535,Coffee
3536,Coffee
3537,Hot chocolate
3537,Cake
3538,Hearty & Seasonal
3538,Juice
3539,Coffee
3540,Hearty & Seasonal
3540,Coffee
3541,Farm House
3541,Cake
3542,NONE
3542,Coffee
3542,Bread
3542,Farm House
3543,Sandwich
3544,NONE
3545,Bread
3546,Coffee
3546,Brownie
3547,NONE
3547,Sandwich
3547,Juice
3547,Juice
3548,Coffee
3549,Coffee
3550,Tea
3551,Coffee
3552,Hot chocolate
3553,NONE
3554,Cake
3554,Coffee
3555,Bread
3556,NONE
3556,Bread
3557,Coffee
3557,Hot chocolate
3558,Coffee
3559,Coffee
3559,Bread
3560,Coffee
3560,Cake
3561,Coffee
3562,Farm House
3563,Coffee
3564,Bread
3565,Coffee
3566,Farm House
3567,Scandinavian
3568,Bread
3847,Hot chocolate
3848,Coffee
3849,Bread
3850,Coffee
3850,Medialuna
3850,Pastry
3851,Coffee
3852,Coffee
3852,Coffee
3852,Pastry
3852,NONE
3853,Coffee
3853,Medialuna
3854,Coffee
3855,Coffee
3855,Hot chocolate
3856,Coffee
3856,Tea
3857,Coffee
3857,Coffee
3858,Coffee
3859,Coffee
3859,Coffee
3859,Cake
3860,Coffee
3860,Coffee
3860,Coffee
3860,Toast
3861,Hot chocolate
3861,Tea
3862,NONE
3863,NONE
3864,Pastry
3864,Medialuna
3864,Gingerbread syrup
3865,Coffee
3865,Coffee
3865,Sandwich
3865,NONE
3866,NONE
3866,Sandwich
3866,Coffee
3866,Hot chocolate
3867,Coffee
3868,Coffee
3868,Cake
3869,Cookies
3869,Coffee
3870,Bread
3870,Farm House
3871,Coffee
3871,Coffee
4094,Coffee
4095,Coffee
4095,Toast
4096,Farm House
4097,Bread
4097,Bread
4098,Coffee
4098,Coffee
4099,Coffee
4100,Coffee
4100,Coffee
4100,Toast
4101,Coffee
4101,Coffee
4101,Coffee
4102,Toast
4102,Bread
4103,Bread
4104,Coffee
4104,NONE
4105,Coffee
4105,Coffee
4105,Vegan mincepie
4105,Vegan mincepie
4106,Bread
4107,Coffee
4107,NONE
4108,Coffee
4108,Toast
4109,Coffee
4110,Cookies
4110,Cake
4110,Bread
4110,Coffee
4111,Tea
4111,Cake
4112,Bread
4113,NONE
4113,Coffee
4113,Hot chocolate
4113,NONE
4113,Cookies
4114,Coffee
4115,Cake
4116,Bread
4117,Juice
4117,Coffee
4117,Sandwich
4117,Sandwich
4118,Coffee
4119,Bread
4119,Coffee
4119,Frittata
4119,Cookies
4119,Mineral water
4120,Coffee
4120,Muffin
4120,NONE
4121,Sandwich
4121,Coffee
4121,Cake
4122,NONE
4123,NONE
4123,Coffee
4124,Coffee
4124,Coffee
4124,Vegan mincepie
4124,Cake
4125,Cake
4125,Cake
4125,Coffee
4126,Coffee
4127,Frittata
4127,Coffee
4128,Sandwich
4128,Cookies
4129,Tea
4130,Tea
4131,NONE
4131,Tea
4132,Bread
4132,Vegan mincepie
4133,Muffin
4133,Coffee
4133,Hot chocolate
4134,Bread
4135,Hot chocolate
4135,Coffee
4135,Cake
4136,Coffee
4138,Hot chocolate
4138,Sandwich
4139,Cake
4139,Muffin
4139,Coffee
4448,Bread
4449,Coffee
4450,Bread
4451,Farm House
4451,Coffee
4452,Farm House
4453,Tea
4453,Cookies
4454,Coffee
4455,Bread
4456,Hot chocolate
4456,Pastry
4456,Bread
4457,Coffee
4457,Cake
4458,Tea
4459,Bread
4460,Bread
4461,Coffee
4461,Scone
4462,Scone
4462,Coffee
4463,Coffee
4464,Farm House
4464,Scandinavian
4464,Coffee
4464,Toast
4464,Cake
4465,NONE
4465,Coffee
4465,Bread
4466,NONE
4467,NONE
4468,Coffee
4468,Farm House
4469,NONE
4470,NONE
4471,Sandwich
4471,Tea
4472,Muffin
4472,NONE
4473,NONE
4474,NONE
4475,Sandwich
4475,Coffee
4475,Scone
4476,Farm House
4477,Sandwich
4478,Coffee
4478,Bread
4479,Tea
4479,Tea
4479,NONE
4480,Sandwich
4481,NONE
4482,Coke
4482,NONE
4483,Jammie Dodgers
4484,Scone
4484,Muffin
4484,Pastry
4484,Frittata
4485,Cake
4486,Pastry
4486,Coffee
4487,Cake
4487,Cake
4488,NONE
4489,NONE
4489,Hearty & Seasonal
4489,Coffee
4489,Tea
4490,Fudge
4490,Bread
4491,Coffee
4492,Bread
4493,Coffee
4493,Cake
4494,Coffee
4495,Coffee
4496,NONE
4496,Tea
4497,Bread
4498,Bread
4499,Bread
4816,Coffee
4816,Pastry
4817,Tea
4817,Coffee
4817,Coffee
4818,Coffee
4818,Toast
4819,Coffee
4819,Coffee
4820,Coffee
4820,Pastry
4821,Sandwich
4821,Bread
4822,Coffee
4822,Coffee
4822,Alfajores
4823,Bread
4823,Medialuna
4824,Bread
4825,Tea
4826,Coffee
4826,Coffee
4827,Alfajores
4828,Alfajores
4828,Bread
4830,Coffee
4831,Coffee
4831,Coffee
4832,Coffee
4832,Cake
4833,Bread
4833,Jammie Dodgers
4834,Coffee
4834,Coffee
4834,Toast
4834,Sandwich
4835,Coffee
4835,Smoothies
4835,Sandwich
4835,Hearty & Seasonal
4835,Cake
4836,Bread
4837,Sandwich
4837,Truffles
4838,Salad
4838,Sandwich
4838,Coffee
4839,Muffin
4839,Cookies
4839,Bread
4839,Hot chocolate
4839,Hearty & Seasonal
4839,NONE
4840,Farm House
4841,Truffles
4841,Cake
4841,Scandinavian
4841,Coffee
4842,Tea
4842,NONE
4842,NONE
4843,Salad
4843,Sandwich
4843,Bread
4843,Coffee
4843,Alfajores
4844,Coffee
4844,Bread
4844,Toast
4845,Coffee
4845,Cake
4846,NONE
4846,NONE
4846,Truffles
4846,Coffee
4846,Alfajores
4847,Coffee
4847,Tea
4847,Chicken Stew
4848,Coffee
4848,Pastry
4849,Coffee
4850,Coffee
4851,Coffee
4852,Coffee
4852,Soup
4852,Cake
4853,Tea
4854,Coffee
4855,Tea
4856,Coffee
4857,Tea
4857,Bread
4857,Cake
4858,Bread
4859,Tea
5227,Bread
5228,Bread
5229,Bread
5230,Coffee
5230,Coffee
5230,Pastry
5231,Coffee
5232,Coffee
5232,Scandinavian
5232,Focaccia
5233,Bread
5234,Coffee
5234,Coffee
5235,Coffee
5236,Coffee
5237,Coffee
5238,Bread
5238,Cookies
5239,Scandinavian
5240,Scandinavian
5241,Scandinavian
5242,Farm House
5243,Coffee
5243,Coffee
5244,Bread
5245,Farm House
5247,Coffee
5247,Vegan mincepie
5248,Coffee
5249,Coffee
5249,Medialuna
5249,Bread
5250,Muffin
5250,Pastry
5250,Coffee
5250,Tea
5251,Cake
5252,Chicken Stew
5253,Tea
5254,Soup
5255,Bread
5255,Coffee
5255,Salad
5255,Spanish Brunch
5256,NONE
5256,Coke
5257,Tea
5257,NONE
5258,Chicken Stew
5259,Bread
5260,Tea
5260,Coffee
5260,Soup
5260,Art Tray
5261,Bread
5261,Focaccia
5261,Medialuna
5261,Cookies
5261,Coffee
5262,Bread
5263,Soup
5264,Chicken Stew
5264,Art Tray
5264,Pastry
5264,Truffles
5264,Coffee
5264,Coke
5264,Bread
5265,Bread
5265,Focaccia
5267,Frittata
5267,Tea
5268,Coffee
5268,Chicken Stew
5268,Art Tray
5269,Bread
5269,Scandinavian
5271,Tea
5271,Tea
5271,Spanish Brunch
5271,Salad
5272,Cake
5273,Coffee
5273,Coffee
5273,Hot chocolate
5274,Spanish Brunch
5274,Juice
5274,Truffles
5275,Coffee
5275,Pastry
5276,Cake
5277,Fudge
5277,Sandwich
5278,Muffin
5278,Cookies
5279,Bread
5279,Bread
5280,Coffee
5281,Coffee
5281,Cake
5282,Tea
5282,Chicken Stew
5283,Bread
5283,Coffee
5283,Cake
5284,Bread
5284,Cake
5285,Bread
5286,Coffee
5286,Bread
5287,Coffee
5287,Pastry
5288,Tea
5288,Cake
5662,Coffee
5663,Scandinavian
5664,Bread
5664,Bread
5665,Bread
5666,Bread
5666,Toast
5667,Bread
5667,Brownie
5668,Pastry
5668,Bread
5669,Tea
5669,Sandwich
5670,Coffee
5671,Coffee
5671,Bread
5672,Coffee
5672,Juice
5673,Cake
5673,Coffee
5673,Spanish Brunch
5674,Coffee
5675,Coffee
5675,Brownie
5675,Baguette
5676,Pastry
5676,Cake
5676,Coffee
5676,Coffee
5677,Hot chocolate
5677,Coffee
5678,Farm House
5679,Tea
5679,Toast
5680,Tea
5680,Coffee
5680,Pastry
5681,Bread
5681,Pastry
5682,Coffee
5683,Tea
5683,Sandwich
5683,Bread
5684,Farm House
5684,Cookies
5685,Tea
5685,Cake
5685,Bakewell
5686,Coffee
5687,Bread
5688,Coffee
5689,Bread
5690,Coffee
5691,Coffee
5692,Cookies
5692,Baguette
5693,Coffee
5693,Cookies
5693,Cake
5693,Spanish Brunch
5693,NONE
5694,Tea
5694,Coffee
5694,Sandwich
5694,Cake
5695,Coffee
5695,Coffee
5695,Cake
5696,Bread
5697,Baguette
5698,Bread
5699,Coke
5699,Salad
5700,Bread
5701,Soup
5702,Coffee
5702,Sandwich
5703,Brownie
5704,Bread
5705,Chicken Stew
5705,Juice
5705,Coke
5706,Baguette
5707,NONE
5707,Soup
5707,Tea
5707,Coffee
5707,Coffee
5708,Sandwich
5708,Cookies
5708,Coffee
5708,Tea
5709,Coke
5710,Toast
5710,Cake
5710,Coffee
5711,Cake
5711,The Nomad
5712,Coffee
5712,Coffee
5712,Bread
5713,Cookies
5713,Hot chocolate
5713,Tea
5713,Cake
5713,Pastry
5714,Tea
5714,Coffee
5714,Cake
5715,Tea
5715,Bread
5716,Brownie
5717,Coffee
5717,Cake
5717,Cookies
6150,Bread
6151,Sandwich
6151,Coffee
6152,Bread
6152,Farm House
6153,Hot chocolate
6154,Hot chocolate
6155,Hot chocolate
6156,Tea
6156,Toast
6156,Baguette
6157,Coffee
6158,Scandinavian
6158,Bread
6158,Nomad bag
6159,Bread
6160,Bread
6160,Pastry
6161,Bread
6162,Coffee
6162,Coffee
6163,Coffee
6163,Coffee
6163,Cake
6163,Bread
6164,Coffee
6164,Coffee
6165,Coffee
6165,Pastry
6165,Brownie
6166,Coffee
6166,Pastry
6167,Bread
6168,Salad
6169,Coffee
6170,Bread
6170,Coffee
6171,Coffee
6171,Coffee
6171,Cake
6171,Alfajores
6172,Coffee
6173,Coffee
6173,Bread
6173,Eggs
6174,Tea
6175,Bread
6176,Farm House
6177,Coffee
6177,Alfajores
6178,Coffee
6178,Coffee
6178,Pastry
6179,Juice
6179,Chicken Stew
6180,Chicken Stew
6180,Chocolates
6181,Soup
6181,Coffee
6182,Chicken Stew
6182,Juice
6182,Eggs
6182,Bread
6182,Cake
6183,Cake
6183,Cake
6183,Coffee
6183,Hot chocolate
6184,Coffee
6184,Coffee
6184,Cake
6185,Farm House
6186,Bread
6187,Baguette
6188,Soup
6189,Spanish Brunch
6189,Tea
6190,Coffee
6190,Cake
6191,Tea
6191,Tea
6191,Spanish Brunch
6192,Coffee
6192,Coffee
6192,Brownie
6192,Truffles
6193,Hot chocolate
6193,Cake
6194,Bread
6194,Alfajores
6195,Tea
6196,Bread
6197,Coffee
6197,Alfajores
6198,Bread
6198,Smoothies
6198,Mineral water
6198,Alfajores
6198,Brownie
6198,Cake
6198,Bread
6199,Coffee
6199,Tea
6199,Cake
6200,Baguette
6201,Sandwich
6201,Tea
6542,Coffee
6542,Bread
6542,Cake
6543,Alfajores
6543,Coffee
6544,Bread
6544,Bread
6545,Afternoon with the baker
6546,Medialuna
6546,Alfajores
6547,Coffee
6547,Coffee
6548,Coffee
6548,Bread
6548,Mineral water
6548,Toast
6549,Bread
6549,Pastry
6550,Tea
6551,Coffee
6551,Tea
6551,Cake
6552,Coffee
6552,Coffee
6552,Cake
6552,Toast
6553,Coffee
6553,Pastry
6553,Alfajores
6553,Farm House
6554,Hot chocolate
6554,Cake
6554,NONE
6555,Hot chocolate
6555,Cake
6556,Bread
6557,Coffee
6557,Coffee
6557,Tea
6557,Cake
6557,Alfajores
6558,Cookies
6558,Scone
6558,Coffee
6558,Hot chocolate
6559,Coffee
6559,Coffee
6559,Hot chocolate
6559,Coffee
6559,Cake
6559,Medialuna
6560,Coffee
6560,Coffee
6560,Coffee
6560,Coffee
6560,Medialuna
6560,Cookies
6561,Coffee
6561,Cake
6562,Bread
6562,Bread
6563,Sandwich
6563,Coffee
6565,Bread
6566,Coffee
6566,Cake
6567,Coffee
6567,Coke
6567,Pastry
6568,Salad
6569,Bread
6570,Bread
6570,Cake
6571,Farm House
6571,Cake
6572,Coke
6573,Bread
6574,Cookies
6574,Cookies
6574,Spanish Brunch
6574,Toast
6574,Coffee
6574,Bread
6575,Tea
6575,Tea
6576,Coffee
6577,Hot chocolate
6577,Hot chocolate
6577,Hot chocolate
6577,Smoothies
6577,Cookies
6577,Cookies
6578,Coffee
6578,Juice
6578,Bread
6578,Bread
6578,Afternoon with the baker
6579,Coffee
6580,Alfajores
6580,Bread
6581,Soup
6581,Tea
6582,Tea
6582,Alfajores
6583,Bread
6583,Vegan mincepie
6584,Baguette
6584,Alfajores
6585,Baguette
6586,Bread
6587,Coffee
6587,Coffee
6588,Valentine's card
6589,Valentine's card
6942,Coffee
6942,Toast
6943,Coffee
6944,Bread
6945,Bread
6945,Coffee
6945,Pastry
6946,Farm House
6947,Tea
6948,Coffee
6950,Coffee
6950,Bread
6950,Pastry
6951,Jam
6951,Coffee
6951,Bread
6951,Scone
6952,Tea
6952,Scone
6953,Coffee
6954,Tea
6955,Bread
6955,Coffee
6956,Baguette
6957,Coffee
6958,Coffee
6958,Coffee
6958,Bread
6958,Pastry
6959,Bread
6960,Bread
6960,Coffee
6960,Coffee
6961,Tea
6961,Scone
6962,Coffee
6963,Sandwich
6963,Tea
6964,Bread
6965,Coffee
6965,Coffee
6965,Tea
6965,Medialuna
6966,Tea
6966,Tea
6966,Coffee
6966,Coffee
6966,Sandwich
6967,Bread
6968,Coffee
6968,Pastry
6969,Cake
6970,Coffee
6970,Coffee
6970,Salad
6971,Bread
6972,Bread
6973,Jam
6974,Coffee
6974,Cake
6974,Toast
6975,Coffee
6975,Toast
6976,Cake
6976,Tea
6977,Truffles
6977,Alfajores
6977,Soup
6978,Cake
6978,Alfajores
6979,Coffee
6979,Cookies
6979,Mineral water
6979,Tea
6979,Alfajores
6980,Coffee
6980,Toast
6980,Coffee
6980,Cookies
6981,Coffee
