Transaction,Item
2450,Coffee
2450,Medialuna
2450,Cake
2451,Sandwich
2451,Farm House
2451,Fudge
2452,Sandwich
2452,Scone
2453,Sandwich
2453,Bread
2454,Sandwich
2455,NONE
2456,NONE
2457,NONE
2457,Coffee
2458,Sandwich
2458,Sandwich
2458,Bread
2459,Sandwich
2459,Coke
2460,Sandwich
2460,Coke
2461,Sandwich
2462,Sandwich
2462,Scone
2463,Hot chocolate
2463,NONE
2464,Coffee
2464,Muffin
2466,Bread
2467,Bread
2468,Bread
2469,Coffee
2469,Alfajores
2470,Bread
2470,Sandwich
2471,Bread
2471,Scone
2472,Coffee
2472,Medialuna
2473,Cake
2474,Truffles
2474,NONE
2475,Cake
2475,Coffee
2476,Scone
2477,Scone
2477,Hot chocolate
2477,Mineral water
2477,Cookies
2478,Coffee
2478,Tea
2478,Scone
2479,Bread
2481,Coffee
2481,NONE
2482,Bread
2486,Jam
2486,Bread
2486,Scandinavian
2487,Bread
2487,Bread
2487,Scandinavian
2488,Coffee
2488,Medialuna
2489,Pastry
2489,Bread
2490,Bread
2491,Farm House
2492,Scone
2492,Hot chocolate
2492,NONE
2492,Coffee
2492,Coffee
2493,Farm House
2493,Pastry
2493,Medialuna
2493,NONE
2493,Hot chocolate
2493,Coffee
2494,Bread
2495,Bread
2495,Bread
2495,Coffee
2496,Coffee
2496,Scandinavian
2497,Bread
2498,Coffee
2498,Medialuna
2498,Pastry
2499,Bread
2499,Scandinavian
2500,Coffee
2500,Scone
2501,Coffee
2502,Bread
2503,Bread
2503,Pastry
2504,Coffee
2504,Bread
2505,Bread
2506,Bread
2507,Coffee
2508,Coffee
2508,Scone
2509,Cake
2510,Coffee
2511,Bread
2511,Fudge
2512,Medialuna
2512,Bread
2512,Farm House
2513,Muffin
2513,Scone
2514,Coffee
2514,NONE
2515,Coffee
2515,Alfajores
2515,Scone
2516,Coffee
2517,Tea
2517,Scone
2518,Juice
2518,Tea
2518,Cake
2519,Coffee
2519,Tartine
2519,NONE
2519,Fudge
2519,Jam
2520,Bread
2521,Coffee
2521,Medialuna
2522,NONE
2522,Tea
2522,Bread
2522,Bread
2523,NONE
2523,Coke
2524,Coffee
2524,Medialuna
2525,Bread
2526,Truffles
2526,Bread
2527,Coffee
2527,Bread
2527,Tea
2527,Pastry
2527,NONE
2527,Cake
2528,Sandwich
2529,Hot chocolate
2530,Coffee
2530,Sandwich
2530,Sandwich
2531,NONE
2532,NONE
2532,Sandwich
2532,Tea
2532,Coffee
2533,Coffee
2533,Scone
2534,Cake
2535,Bread
2535,Cookies
2536,Coffee
2536,Sandwich
2537,Cake
2537,Scone
2537,Coffee
2538,Mineral water
2538,Bread
2539,Coffee
2539,Bread
2540,Muffin
2540,Cake
2540,Scone
2541,Tea
2541,Scone
2543,Muffin
2543,Pastry
2545,Muffin
2545,Cake
2545,Coffee
2545,Coffee
2546,Cake
2547,Tea
2547,Bread
2547,Scone
2547,Cake
2548,Coffee
2548,Medialuna
2549,Jam
2549,Fudge
2550,Scone
2550,Pastry
2551,Fudge
2551,Hot chocolate
2552,Cake
2552,Sandwich
2552,Sandwich
2552,Juice
2552,Coffee
2552,Coffee
2552,Sandwich
2553,Bread
2554,Juice
2554,Coffee
2554,Coffee
2555,Scone
2555,Bread
2555,Coffee
2555,Hot chocolate
2556,Coffee
2556,Scone
2556,Muffin
2556,Hot chocolate
2557,Bread
2558,Medialuna
2559,Cake
2559,Alfajores
2560,Hot chocolate
2561,Coffee
2561,Coffee
2562,Coffee
2563,Coffee
2563,Tea
2564,Jam
2564,Cake
2564,Bread
2564,Coffee
2565,Coffee
2566,Tea
2566,Scone
2567,Bread
2568,Bread
2569,Smoothies
2569,Muffin
2569,Hot chocolate
2569,Toast
2570,Alfajores
2570,Muffin
2570,Medialuna
2571,Bread
2571,Coffee
2571,Scone
2572,Tea
2572,Juice
2573,Coffee
2573,Coffee
2573,Bread
2574,Pastry
2575,Bread
2575,Tea
2575,Pastry
2576,Coffee
2576,Medialuna
2577,Coffee
2577,Medialuna
2578,Bread
2579,Pastry
2579,Bread
2580,Bread
2580,Toast
2581,Bread
2581,Medialuna
2581,Toast
2582,Coffee
2582,Scone
2582,NONE
2582,Pastry
2583,Coffee
2583,Tea
2583,Muffin
2583,Muffin
2584,Coffee
2584,Toast
2585,Coffee
2585,Coffee
2585,Medialuna
2585,Pastry
2586,Bread
2586,Ella's Kitchen Pouches
2587,Coffee
2587,Toast
2588,Bread
2588,Medialuna
2589,Hot chocolate
2589,Tea
2590,Bread
2590,Muffin
2591,NONE
2591,Coffee
2591,Bread
2591,Coffee
2592,Farm House
2593,Coffee
2593,Coffee
2594,NONE
2594,NONE
2594,Bread
2594,Alfajores
2594,Cookies
2595,Coffee
2595,Medialuna
2595,Pastry
2595,Alfajores
2596,Bread
2596,Coffee
2597,Bread
2598,Coffee
2598,Truffles
2598,NONE
2598,NONE
2599,Coffee
2599,Fudge
2599,Fudge
2599,Bread
2600,Bread
2601,Coffee
2601,Bread
2602,Bread
2603,Coffee
2603,Medialuna
2603,Crepes
2603,Alfajores
2604,Coffee
2604,Coffee
2604,NONE
2604,Cake
2605,Bread
2605,Coffee
2605,Cake
2605,Cookies
2606,Coffee
2607,Bread
2608,Farm House
2609,Bread
2610,Coffee
2610,Medialuna
2611,Hot chocolate
2611,Tea
2611,Coffee
2611,Coffee
2611,Cake
2612,Tea
2612,Hot chocolate
2612,Truffles
2613,Hot chocolate
2613,Hot chocolate
2613,Hot chocolate
2614,Coffee
2614,Coffee
2614,Coffee
2614,NONE
2614,Sandwich
2614,Crepes
2615,Bread
2615,Crepes
2616,Bread
2616,Muffin
2616,Cake
2616,Coffee
2616,Medialuna
2617,Coffee
2618,Bread
2618,Coffee
2618,Cookies
2619,Medialuna
2619,Crepes
2620,Muffin
2621,Medialuna
2621,Tea
2622,Pastry
2623,Tea
2624,Coffee
2624,Scone
2624,Coffee
2625,Bread
2625,Coffee
2625,Coffee
2625,Coffee
2626,Truffles
2626,Tea
2627,Cookies
2627,Cookies
2628,Coffee
2629,Bread
2630,Coffee
2630,Bread
2630,Toast
2630,Pastry
2631,Coffee
2631,NONE
2632,Muffin
2633,Bread
2634,Farm House
2635,Coffee
2635,NONE
2636,Bread
2637,Bread
2638,Tea
2638,Coffee
2638,Pastry
2638,Alfajores
2639,Coffee
2639,Coffee
2639,Toast
2639,Medialuna
2640,Coffee
2641,Juice
2641,Tea
2641,Bread
2641,Medialuna
2642,Medialuna
2642,Coffee
2642,Toast
2643,Pastry
2643,Tea
2644,Farm House
2645,Coffee
2645,Coffee
2646,Coffee
2647,Coffee
2647,Coffee
2647,Muffin
2648,Coffee
2649,Coffee
2649,Muffin
2650,Coffee
2650,Sandwich
2651,Dulce de Leche
2651,Bread
2651,Coffee
2651,Pastry
2651,Bread
2652,Jam
2653,Coffee
2653,Coffee
2653,Medialuna
2654,Cookies
2654,Coffee
2654,Pastry
2655,Farm House
2656,Coffee
2657,Coffee
2658,NONE
2658,NONE
2659,Bread
2659,Pastry
2660,Juice
2660,Sandwich
2661,Coffee
2661,Coffee
2661,Alfajores
2662,Coffee
2662,Sandwich
2663,Bread
2664,Bread
2665,Bread
2665,Tea
2665,Medialuna
2666,Coffee
2666,Muffin
2667,Cake
2667,Tea
2668,Cookies
2668,Coffee
2669,Hearty & Seasonal
2669,Coke
2670,Coffee
2670,Coffee
2670,Muffin
2670,Sandwich
2671,Alfajores
2672,Alfajores
2673,Sandwich
2673,Coffee
2674,Hot chocolate
2674,Coffee
2674,Muffin
2674,Sandwich
2675,Muffin
2676,Coffee
2676,Tea
2676,Bread
2677,Coffee
2678,Bread
2678,Medialuna
2678,Cookies
2678,Tea
2679,Coffee
2680,Coffee
2680,Bread
2680,Coffee
2681,Alfajores
2681,Alfajores
2681,Coffee
2681,Sandwich
2681,Sandwich
2681,Bread
2682,Coffee
2682,Coffee
2682,Bread
2682,Cookies
2682,Medialuna
2682,Coffee
2683,Coffee
2683,Cookies
2684,Farm House
2685,Coffee
2686,Coke
2687,Coffee
2687,Bread
2688,Pastry
2688,Bread
2689,Coffee
2690,Hot chocolate
2690,Alfajores
2690,Bread
2690,Muffin
2691,Coffee
2692,Bread
2693,Coffee
2693,Coffee
2694,Coffee
2694,Coffee
2694,Medialuna
2695,Coffee
2695,NONE
2696,Pastry
2696,Medialuna
2696,Bread
2697,Muffin
2697,Coffee
2697,Coffee
2698,Bread
2699,Bread
2700,Bread
2700,Coffee
2701,Bread
2701,Tea
2702,Bread
2702,Cookies
2702,Muffin
2703,Tea
2703,Coffee
2704,Medialuna
2704,Pastry
2704,Bread
2705,Coffee
2705,Alfajores
2706,Toast
2707,Coffee
2708,Tea
2709,Hot chocolate
2709,Medialuna
2710,Coffee
2710,Pastry
2711,Coffee
2712,Cake
2712,Bread
2713,Cake
2713,Coffee
2714,Coffee
2714,Hot chocolate
2714,Pastry
2715,NONE
2715,Tea
2716,Bread
2717,NONE
2717,Tea
2718,Bread
2718,Farm House
2719,Coffee
2720,Bread
2721,Bread
2721,NONE
2722,Bread
2722,Cookies
2723,Coffee
2723,Bread
2724,Cookies
2724,Coffee
2725,Farm House
2726,Bread
2727,Coffee
2728,Coffee
2728,Tea
2728,Sandwich
2728,Muffin
2729,Coffee
2729,Bread
2729,Cake
2730,NONE
2730,Bread
2731,NONE
2731,Tea
2732,Tea
2732,Coffee
2733,Coffee
2734,Sandwich
2734,Tea
2734,Alfajores
2735,Coffee
2735,NONE
2735,Mineral water
2735,Alfajores
2735,Cake
2735,Sandwich
2736,Coffee
2736,Bread
2737,Coffee
2737,NONE
2738,Tea
2738,Cake
2739,Bread
2740,Cookies
2741,Coffee
2741,Juice
2742,Coffee
2742,Muffin
2742,Mineral water
2742,Juice
2743,Bread
2744,Bread
2745,Bread
2746,Bread
2746,Hot chocolate
2746,Juice
2746,Toast
2746,NONE
2747,Coffee
2747,Cake
2747,Bread
2748,Coffee
2748,Toast
2749,Coffee
2749,Toast
2750,Tea
2751,Tea
2751,Toast
2751,Cookies
2752,Farm House
2753,Bread
2753,Cake
2754,NONE
2754,Bread
2755,Coffee
2755,Coffee
2756,Tea
2756,Alfajores
2757,Bread
2758,NONE
2758,Coffee
2759,Juice
2759,Coffee
2759,Tea
2760,Coffee
2760,Medialuna
2761,Bread
2762,Medialuna
2762,Coffee
2763,Cake
2763,Tea
2764,Bread
2764,Coffee
2765,Farm House
2766,Bread
2767,Farm House
2767,Crepes
2768,Bread
2769,Hot chocolate
2770,Coffee
2770,Coffee
2770,Hot chocolate
2770,Sandwich
2771,Sandwich
2772,NONE
2772,Coffee
2772,Truffles
2773,Jam
2774,Bread
2775,Bread
2776,Sandwich
2776,NONE
2776,Coffee
2776,Mineral water
2777,Bread
2778,Coke
2778,Coke
2778,Cookies
2778,NONE
2779,NONE
2780,Bread
2780,Bread
2781,Coffee
2781,Coffee
2781,Sandwich
2782,Bread
2782,Coffee
2783,NONE
2783,Tea
2783,Coffee
2785,Tea
2785,Coffee
2786,Hot chocolate
2787,Coffee
2787,Coffee
2787,Alfajores
2788,Fudge
2788,Jam
2788,Cake
2788,Coffee
2789,Cake
2790,Coffee
2790,Bread
2791,Pastry
2791,Coffee
2792,Coffee
2792,Pastry
2793,Coffee
2793,Pastry
2794,Truffles
2794,Bread
2795,Coffee
2796,Coffee
2797,Coffee
2797,Toast
2797,Vegan mincepie
2797,Mineral water
2797,Coffee
2798,Medialuna
2798,Bread
2799,Coffee
2799,Cake
2800,Coffee
2800,NONE
2800,Pastry
2801,Coffee
2802,Coffee
2803,Bread
2803,Cake
2803,Cookies
2804,Coffee
2804,Tea
2804,Bread
2804,Cake
2805,Toast
2805,Juice
2806,Bread
2807,Pastry
2807,Pastry
2808,Coffee
2809,Truffles
2810,Tea
2811,Bread
2812,Farm House
2813,NONE
2813,Coffee
2813,Cake
2814,Coffee
2814,Sandwich
2814,NONE
2815,Tea
2816,Hearty & Seasonal
2816,Tea
2817,Coffee
2817,NONE
2818,Coffee
2819,Tea
2819,NONE
2819,Cake
2820,Farm House
2821,Coffee
2822,NONE
2822,Coffee
2823,Bread
2824,Coffee
2824,Cake
2825,Cake
2826,Alfajores
2826,Medialuna
2826,Brownie
2827,Bread
2828,Bread
2829,Bread
2829,Jam
2830,Tea
2830,Sandwich
2831,Coffee
2831,Medialuna
2831,Juice
2831,Coke
2832,Toast
2832,Coffee
2832,Bread
2833,Bread
2833,Coffee
2833,Toast
2834,Bread
2834,Coffee
2834,Medialuna
2835,NONE
2835,Coffee
2836,Bread
2836,Toast
2837,Bread
2838,Coffee
2838,Coffee
2838,Medialuna
2838,Cake
2839,Tea
2840,Tea
2841,Coffee
2841,Medialuna
2842,Bread
2843,Bread
2843,Coffee
2844,Bread
2845,Bread
2845,Brownie
2846,Coffee
2847,Tea
2847,The Nomad
2848,Fudge
2849,Alfajores
2849,Coffee
2850,Bread
2851,Coffee
2851,Alfajores
2852,Brownie
2852,Coffee
2853,Bread
2854,Jam
2854,Fudge
2855,Tea
2856,Coffee
2857,Coffee
2858,Bread
2859,Coffee
2860,Coffee
2860,NONE
2861,Medialuna
2861,Cake
2862,Coffee
2862,Cake
2863,Coffee
2863,Coffee
2864,NONE
2865,The Nomad
2865,Tea
2865,Bread
2865,Brownie
2865,Fudge
2865,Fudge
2866,Scone
2866,Tea
2867,Bread
2868,NONE
2868,Sandwich
2868,Bread
2868,Mineral water
2868,Coffee
2868,Juice
2869,Bread
2869,Bread
2869,Scandinavian
2870,NONE
2870,Sandwich
2871,Coffee
2871,Brownie
2872,NONE
2872,Hearty & Seasonal
2872,Brownie
2872,Bread
2873,Tea
2873,Hearty & Seasonal
2874,Coffee
2874,Brownie
2875,Coffee
2875,Farm House
2876,Coffee
2876,Scone
2877,Scone
2877,Crepes
2877,Alfajores
2877,Alfajores
2878,Scandinavian
2879,Cake
2880,Bread
2881,Bread
2882,Bread
2882,Tea
2884,Brownie
2884,Mineral water
2885,Farm House
2886,Coffee
2887,Sandwich
2887,Scone
2887,Bread
2887,Coffee
2888,Coffee
2888,Hot chocolate
2888,Tea
2888,Alfajores
2888,Sandwich
2888,NONE
2888,NONE
2889,Bread
2889,Scone
2889,Juice
2890,Coffee
2891,Bread
2892,Bread
2893,Coffee
2893,Coffee
2893,Toast
2893,Pastry
2894,Bread
2894,Focaccia
2895,Scone
2896,Focaccia
2897,Scandinavian
2898,Coffee
2898,Tea
2899,NONE
2899,Coffee
2899,Coffee
2899,Farm House
2900,Focaccia
2900,Pastry
2901,Coffee
2901,Pastry
2901,Medialuna
2902,Sandwich
2902,Bread
2903,Bread
2903,Coffee
2903,Medialuna
2903,Medialuna
2903,Jam
2904,NONE
2904,Sandwich
2904,Tea
2904,Coffee
2905,Coffee
2905,Farm House
2906,Bread
2907,NONE
2907,Bread
2907,Coffee
2908,Coffee
2908,Coffee
2908,Toast
2908,Scandinavian
2909,Farm House
2909,Bread
2909,Medialuna
2910,Bread
2911,Cake
2912,Pastry
2912,Coffee
2912,Brownie
2913,Bread
2913,NONE
2914,Coffee
2914,Tea
2914,Scone
2915,Coffee
2915,Coffee
2916,Bread
2916,Tea
2917,Coffee
2917,Scone
2918,Farm House
2918,Scandinavian
2919,Vegan mincepie
2919,Cake
2920,Tea
2920,Coffee
2921,Bread
2922,Coffee
2923,Scandinavian
2924,Bread
2925,Tea
2925,Bread
2925,NONE
2926,Medialuna
2926,Pastry
2926,Coffee
2927,NONE
2927,NONE
2927,Truffles
2927,Juice
2928,Coffee
2928,Jammie Dodgers
2928,NONE
2928,Art Tray
2929,Frittata
2930,NONE
2930,Bread
2931,Sandwich
2931,Coffee
2932,Coffee
2932,Juice
2932,NONE
2933,Tea
2933,Sandwich
2934,Jam
2935,Scone
2936,Coffee
2936,NONE
2936,Sandwich
2937,Coffee
2937,NONE
2938,Bread
2938,Tea
2938,NONE
2939,Frittata
2939,Tea
2939,Bread
2940,Scandinavian
2941,Sandwich
2941,Art Tray
2941,Truffles
2941,Coffee
2941,NONE
2942,Scone
2942,Frittata
2942,Juice
2943,NONE
2943,Tea
2944,Coffee
2944,Mineral water
2944,Frittata
2945,Coffee
2945,Tea
2946,Bread
2946,Bread
2946,Brownie
2946,Scone
2948,Coffee
2949,Frittata
2949,Sandwich
2949,Coffee
2950,Tea
2950,NONE
2951,Coffee
2951,Tea
2952,Vegan mincepie
2952,Coffee
2952,Hot chocolate
2953,Juice
2954,Cake
2954,Tea
2955,Tea
2956,Bread
2956,Farm House
2957,Coffee
2957,Tea
2957,Bread
2957,Mineral water
2957,Scone
2957,Bread
2958,Bread
2959,Bread
2959,Hot chocolate
2959,Hot chocolate
2960,Coke
2960,Sandwich
2961,Sandwich
2961,Mineral water
2962,Hot chocolate
2962,Tea
2962,Cake
2963,Scandinavian
2964,Frittata
2964,Cake
2966,Cake
2967,Coffee
2967,Bread
2968,Coffee
2968,Tea
2968,Bread
2969,Scone
2969,Coffee
2970,Bread
2971,Jam
2972,Bread
2972,NONE
2973,Coffee
2973,Medialuna
2974,Bread
2974,Farm House
2975,Bread
2976,Coffee
2976,Pastry
2977,Bread
2977,Coffee
2978,Medialuna
2978,Coffee
2979,Scone
2979,Bread
2980,Coffee
2980,Coke
2981,Coffee
2982,Truffles
2983,Bread
2984,Mineral water
2985,Hot chocolate
2985,Coffee
2985,Bread
2985,Toast
2985,Medialuna
2985,Alfajores
2985,Fudge
2986,Jam
2987,Medialuna
2987,Bakewell
2987,Coffee
2987,Bread
2987,Toast
2988,Coffee
2989,Bread
2990,Coffee
2990,Coffee
2990,Bakewell
2990,Medialuna
2991,Coffee
2991,Coffee
2991,Bread
2992,Farm House
2993,Bread
2994,Medialuna
2994,Scone
2994,Coffee
2994,Coffee
2995,Bread
2996,Farm House
2996,Coffee
2996,Medialuna
2996,Bread
2997,Smoothies
2997,NONE
2998,NONE
2998,Coffee
2999,NONE
3000,Medialuna
3000,Coffee
3001,Mineral water
3002,NONE
3002,Bread
3002,Mineral water
3002,Hot chocolate
3003,Sandwich
3003,Tea
3004,Coffee
3004,NONE
3004,Cookies
3005,Alfajores
3005,Alfajores
3006,Vegan mincepie
3006,Bread
3006,Coffee
3007,Coffee
3007,NONE
3008,Medialuna
3009,Coffee
3009,Frittata
3009,Toast
3010,NONE
3010,NONE
3010,Coffee
3010,Hot chocolate
3010,Muffin
3011,Coffee
3011,Scandinavian
3013,NONE
3013,Bakewell
3013,Tea
3015,NONE
3015,Coffee
3016,NONE
3017,Frittata
3017,Coffee
3018,Scandinavian
3019,Coffee
3019,Coffee
3020,NONE
3020,NONE
3020,Coffee
3020,Tea
3021,Scandinavian
3022,Bread
3023,Tea
3024,Bread
3024,NONE
3025,Bread
3025,Medialuna
3026,Pastry
3026,Toast
3026,Coffee
3027,Coffee
3027,Pastry
3028,Tea
3029,Coffee
3029,Toast
3030,Coffee
3031,Jam
3031,Coffee
3031,Hot chocolate
3031,Toast
3032,Coffee
3032,Sandwich
3033,Bread
3033,Tea
3033,Bakewell
3033,Alfajores
3034,Bread
3034,Coffee
3034,Cake
3035,Bread
3036,Bread
3037,Coffee
3037,Coffee
3037,Bakewell
3037,Cake
3038,Bread
3039,Coffee
3039,Medialuna
3040,Bread
3041,Bread
3041,Vegan mincepie
3042,Coffee
3042,Bread
3042,Vegan mincepie
3042,Cake
3043,Bread
3044,Sandwich
3045,Pastry
3045,Bread
3046,Cake
3046,Vegan mincepie
3046,Coffee
3046,Coffee
3046,Mineral water
3046,Mineral water
3047,Jam
3048,Bread
3049,Frittata
3049,Coffee
3050,Coffee
3050,Coffee
3051,Bread
3052,Sandwich
3053,Sandwich
3053,Bread
3053,Truffles
3053,Coffee
3054,Tea
3054,Toast
3054,NONE
3055,Coffee
3056,Cake
3057,NONE
3058,Coffee
3058,Bread
3058,Bread
3058,Bread
3059,Fudge
3060,Jam
3060,Jam
3061,Bread
3062,Coffee
3063,Tea
3063,Bread
3063,Hot chocolate
3063,Vegan mincepie
3063,Bread
3064,Juice
3064,Cake
3064,Jammie Dodgers
3064,Bread
3065,Bread
3066,Vegan mincepie
3066,Tea
3067,Coffee
3067,Pastry
3068,Scandinavian
3068,Vegan mincepie
3069,Bread
3070,Coffee
3070,Fudge
3070,Jam
3070,Fudge
3070,Fudge
3071,Jam
3071,Coffee
3071,Coffee
3073,Coffee
3073,Coffee
3074,Coffee
3074,Cookies
3074,Pastry
3075,Medialuna
3075,Bread
3076,Coffee
3076,Art Tray
3077,Tea
3077,Tea
3077,Toast
3078,Coke
3079,Coffee
3079,Bread
3080,Bakewell
3080,Farm House
3081,Bread
3081,Tea
3081,Coffee
3081,Alfajores
3081,Hot chocolate
3082,Farm House
3083,Coffee
3083,Bread
3084,Coffee
3084,Toast
3084,Scandinavian
3085,Bread
3085,NONE
3085,Vegan mincepie
3086,Bread
3087,Coffee
3088,Coffee
3088,Bread
3088,Alfajores
3089,Coffee
3090,Bread
3091,Medialuna
3092,Coffee
3092,NONE
3093,Frittata
3093,Tea
3093,Coffee
3094,Tea
3095,Tea
3095,Bakewell
3096,Farm House
3097,Coffee
3097,Pastry
3097,Medialuna
3098,Coffee
3098,Coffee
3098,Sandwich
3099,Coffee
3099,Medialuna
3100,Coffee
3100,Pastry
3101,Muffin
3101,Bread
3101,Bread
3101,Coffee
3102,Coffee
3102,Bakewell
3103,Bread
3104,Coffee
3105,Bread
3106,Coffee
3106,Coffee
3106,Alfajores
3107,Bread
3107,Truffles
3107,Coffee
3107,Truffles
3107,Scandinavian
3108,Tea
3108,Cake
3109,Jam
3110,Fudge
3110,Jam
3110,Jam
3111,Bread
3112,Coffee
3113,Tea
3113,Coffee
3114,Coffee
3114,Tea
3114,Toast
3115,Coffee
3116,Bread
3117,Coffee
3117,NONE
3118,Coffee
3119,Bread
3120,Bread
3121,Fudge
3122,Coffee
3123,Coffee
3123,Tea
3124,Coffee
3124,Coffee
3124,Farm House
3125,Medialuna
3125,Muffin
3125,Coffee
3125,Juice
3126,Coffee
3127,Coffee
3127,Bread
3127,Bread
3128,Coffee
3128,Coffee
3128,Bread
3128,Muffin
3129,Vegan mincepie
3129,Coffee
3129,Tea
3130,Alfajores
3130,Coffee
3131,Coffee
3131,Coffee
3131,Medialuna
3132,NONE
3133,Bread
3133,Tea
3134,Coffee
3135,Coffee
3136,Bread
3136,Pastry
3137,Bread
3138,Farm House
3139,Bread
3139,Alfajores
3140,NONE
3141,Coffee
3142,Jam
3143,Coffee
3144,Pastry
3145,Tea
3145,NONE
3146,Coffee
3146,Coffee
3147,Coffee
3147,Toast
3148,NONE
3148,Coffee
3149,Coke
3149,Truffles
3149,NONE
3150,NONE
3150,Sandwich
3150,Tea
3150,Coffee
3151,Tea
3151,NONE
3152,Coke
3153,Bread
3153,Sandwich
3153,Bread
3154,Juice
3154,Bread
3154,Art Tray
3154,Toast
3155,Tea
3155,Bread
3155,NONE
3156,Coffee
3156,Alfajores
3157,Hot chocolate
3157,Hot chocolate
3157,Toast
3157,Pastry
3158,Sandwich
3158,Tea
3158,Juice
3158,Vegan mincepie
3159,Bread
3160,Alfajores
3160,Muffin
3161,Coffee
3161,Jammie Dodgers
3162,Jammie Dodgers
3162,Bread
3163,Tea
3163,Coffee
3163,Jammie Dodgers
3163,Cake
3163,Bread
3164,Coffee
3164,Coffee
3164,NONE
3165,Bread
3165,NONE
3165,Pastry
3165,Medialuna
3166,Alfajores
3166,Pastry
3167,Medialuna
3167,Toast
3167,NONE
3167,Coffee
3168,Bread
3168,Tea
3168,Pastry
3169,Bread
3170,Coffee
3171,Bread
3171,Hot chocolate
3172,Bread
3173,Pastry
3174,NONE
3174,Coffee
3174,Coffee
3175,Bread
3176,Coffee
3176,Hot chocolate
3177,Farm House
3178,Coffee
3179,Coffee
3179,Coffee
3180,Coffee
3181,Dulce de Leche
3182,Pastry
3182,Farm House
3183,Bread
3183,Vegan mincepie
3183,Bread
3184,Bread
3185,Coffee
3185,Hot chocolate
3185,Pastry
3186,Coffee
3186,Vegan mincepie
3186,Pastry
3187,Bread
3188,Bread
3188,Bread
3189,Coffee
3189,Hot chocolate
3190,Bread
3190,Sandwich
3190,Coffee
3191,Bread
3192,Coffee
3192,Coffee
3192,Hot chocolate
3193,Coffee
3194,Coffee
3195,Sandwich
3195,Coke
3196,Coffee
3197,NONE
3197,Coffee
3197,Bread
3198,Bread
3199,Coffee
3200,Coffee
3200,Coffee
3201,Coffee
3201,Fudge
3202,Coffee
3202,Sandwich
3202,Tea
3202,Bread
3203,Coffee
3203,Coffee
3203,NONE
3203,Sandwich
3204,Bread
3205,NONE
3205,Bread
3205,Coffee
3206,Coffee
3206,Coffee
3206,Hot chocolate
3207,Fudge
3208,Coffee
3209,Coffee
3209,Bread
3210,Bread
3210,Bread
3211,Cookies
3212,Bread
3213,Coffee
3213,Bread
3213,Bread
3213,Alfajores
3214,Tea
3215,Bare Popcorn
3215,Ella's Kitchen Pouches
3216,Farm House
3217,Bread
3217,Fudge
3217,Pastry
3218,Hot chocolate
3219,Tea
3219,Vegan mincepie
3219,Jammie Dodgers
3219,Coffee
3219,Medialuna
3220,Coffee
3221,Hot chocolate
3221,Coffee
3222,Bread
3223,Vegan mincepie
3224,Medialuna
3224,Dulce de Leche
3225,Muesli
3226,Muesli
3227,Coffee
3227,Jam
3227,Jam
3228,Bread
3228,Toast
3229,Bread
3229,Toast
3230,Coffee
3231,Jammie Dodgers
3231,Vegan mincepie
3232,Coffee
3233,Bread
3234,Coffee
3234,Coffee
3234,Bread
3235,Tea
3235,NONE
3236,Coffee
3237,Coffee
